listing_id,id,date,reviewer_id,reviewer_name,comments
9107357,93662279,2016-08-13,1140642,Julie,"Nice space~ we had only one very short overnight as our original plans had changed. Would recommend the space; clean, good a/c and beautiful neighborhood."
9107357,95978202,2016-08-21,5450766,Chris,"Kevin is an excellent host. Everything was well-communicated from start to finish. He arranged for a professional B'n'B caretaker service to drop off our keys on our night of arrival. His friendly neighbor, Thomas, was on hand to let us into the apartment after an accidental lock-out a few days later!"
The apartment itself is very tastefully decorated. Every type of mod con is provided - towels,soaps,cutlery,bowls,plates,toaster
The neighborhood is also second-to-none. Kevin's place is right in the heart of Beacon Hill. We were pleasantly surprised that such a modern,well-kept,"centrally located AirBnB didn't cost an absolute fortune. It was a truly fantastic introduction to Boston; we would certainly stay here again and recommend to friends or family in the near future. \"",,,
9107357,98629474,2016-09-01,67721488,Anthony,Excellent location. Great for walking. Very comfortable. Would stay again!
13081090,81029262,2016-06-20,40722384,Pamela D.,"I had a great experience at this place. My family and I enjoyed it's fabulous downtown location right next to the train orange and red lines. It is walking distance to Boston Commons, theaters and the Chinese Gates!! Check-in and check- out was really easy. Would highly recommend this place."
13081090,92435115,2016-08-08,28495923,Tracey,"The location was perfect! We walked a lot, but it was nice having everything in walking distance. Cafe Nero is just down the street and is a great place to get breakfast. My husband and I travelled with another couple and we loved having our own bathrooms right off our bedrooms. The couch could have been a little comfier, but we were rarely at the condo because there was too much to do and see in Boston. Definitely would go back!"
13081090,95329963,2016-08-19,76277991,Deborah,The host canceled this reservation the day before arrival. This is an automated posting.
13081090,95981278,2016-08-21,85742985,Yuanxi,"The listing was accurate to the description. Located near Boston Commons, just a few minutes walking distance from Boylston/Park station (a huge plus!). Self check-in and check-out: instructions were emailed promptly and easy to follow. Kitchen and bathrooms are fully equipped. There were plenty of space for our group of 4 people."
13081090,97521159,2016-08-27,15750254,Kurt,My colleague and I had a great time. The location is really amazing if you have an office in downtown Boston or are looking for a hub to venture out to explore the historic city center of Boston.
6677640,35598835,2015-06-20,6047879,Elizabeth,Patrick's home and location are fantastic. The apartment had everything we needed - we really couldn't have asked for a better home base while we were in Boston. I would definitely book with Patrick on future trips!
6677640,36441916,2015-06-28,32302843,Mike,"Patrick was very accommodating even before my girlfriend and I made it to Boston.  The apartment was clean, neat and in a great location.  I would strongly recommend this place to anyone traveling to Boston and this will be my first choice on my next trip back."
6677640,37995542,2015-07-12,27225880,Kai,"Die Organisation mit Patrick und die Übergabe der Wohnung waren einfach. Patricks Wohnung war sehr schön, sauber und komplett ausgestattet, perfektes WLAN. Es war wie der Besuch bei einem Freund, der gerade nicht zu Hause ist. Danke!"
Die Lage ist zentral,wenige Minuten zu Fuß zum Boston Common und in die Altstadt. Das Haus und die Straße waren ruhig. Wenige Häuser weiter gibt es im Supermarkt alles zu kaufen,was man im Urlaub braucht,außerdem Gastronomie. Wer mit dem Auto anreist,kann sein Gepäck in die Wohnung bringen und dann in ein Parkhaus fahren. Patrick hat uns gute Tipps gegeben.,
Wir haben uns sehr wohl gefühlt.,,,,,
Wenn wir nochmal nach Boston reisen,würden wir versuchen,"wieder bei Patrick zu wohnen.\"",,,
6677640,38871664,2015-07-19,35730803,Joel,"Great People, Great Place, highly recommend"
6677640,39779626,2015-07-26,10871025,Christopher,"The place was great, spacious, fantastic deck to have a cocktail on while the sunset, everything was clean and orderly, and a fantastic location. Dozens of restaurants and a Whole Foods within a block or two and a 10 minute walk to Fanieul Hall and the rest of the historic area."
