listing_id,id,date,reviewer_id,reviewer_name,comments
The house was clean and everything was as described as in the pictures. Liza made us a good breakfast with toast,jam,fruits,yoghurt,coffee and orange juice before we left the next morning.,
"I can recommend staying here!\"",,,,,
7693354,47287986,2015-09-17,40653609,Łukasz,Liza and her husband hosted us for two nights. The place is well located -5 min walk from subway + 15 min ride to downtown.
Liza and her husband made our stay really nice and comfortable - they even served us breakfest (as well as many tips for exploring city).,,,,,
We arrived in late in midnight and it was not a problem.,,,,,
The room was clean.,,,,,
"Highly recommend.\"",,,,,
7693354,47511786,2015-09-19,42619895,Susan,"Liza and Cliff made us very welcome and bent over backwards to advise and assist us.  The house is pretty, in a quiet street, and the bedroom very spacious.  Comfortable bed and good breakfast, too!"
7693354,47771392,2015-09-21,39214998,Dinh,"One of the best Airbnb hosts I have ever stayed with (out of 10ish total including those on my other account). Liza was at work when I arrived, so her husband, Cliff, greeted me. The place is conveniently located within 2 minutes walk to Savin Hill Avenue station on the Red Line. It is approximately 15 minutes away from Chinatown/Boston Common via Subway. The house has everything you need (Brita water, toiletries, comfortable bed,etc...). The room is on the top floor and REALLY spacious. The A/C in the room works really well. It is GREAT value for the price Liza offers. Stay here!"
7693354,47921884,2015-09-21,13900864,Scott,"The place was very easy to find, and we were greeted by Liza's husband and given a tour of the house.  The room is a cozy upper loft with a comfortable and large bed.  The cross breeze and A/C were nice with the warm Boston weather.  Everything was clean and nicely presented.  The house is very convenient to the train station, and it took an easy 13 minutes to reach downtown Boston."
We only stayed 1 day,"and met Liza the next morning.  Very friendly and we would definitely stay again for a longer period.\"",,,,
7693354,48122365,2015-09-23,5970646,Nessa,"We had a very quick stay with Liza and her family. The bedroom is spacious, clean, and has room to spread out. It's tucked away on the third floor of the house and feels private. The location is great, easy to find, and on a quiet street just around the corner from the T. Communication with Liza as well as check in and out were smooth and easy."
7693354,48309767,2015-09-25,40624203,Pieter,We had a very nice stay at the airbnb of Liza (and her family). The house is beautiful and has a great atmosphere. It was a pleasure to sleep there and the location is perfect for visiting Boston. The metro is near to the house and within minutes you're in the city centre. Liza and her family are very welcoming and helpful. We would definitly recommend a stay at this airbnb when you want to visit Boston!
7693354,48554189,2015-09-27,3079175,Fernando,"It was very easy to get to and the room is nice, big and full of light. Liza was a great host and made everything easy. Thank you Liza!"
7693354,48750524,2015-09-28,15648038,Brad,"Nice place.  Big room and comfortable bed.  Good location and *very* close to subway.  Only real issue (perhaps especially so for older guests) is that bathroom is down a flight of stairs.  I was glad, too, to be able to park for free on street right in front of house."
7693354,49026892,2015-09-30,8612643,Alejandra,La experiencia en la casa de Liza fue fantástica! Una de las casas mas lindas que he visto y una de las familias mas amigables que he conocido.
Tanto Liza como su marido son muy amables.,,,,,
El cuarto es muy espacioso y decir que es comodo es quedarse corto,tiene una cama super comoda!!!,,,,
Todo estaba muy limpio!,,,,,
Hay acceso a toda la casa,la cocina es hermosa y tambien hay acceso a lavarropa y secarropa.,,,,
El tren esta a unas pocas cuadras y te lleva al centro de Boston en 10 minutos.,,,,,
Un lugar totalmente recomendable en un barrio fantástico y con geniales anfitriones!,,,,,
Ademas tuvimos el agrado de compartir una muy buena charla con el marido de Liza durante el desayuno.,,,,,
"Definitivamente volvería!\"",,,,,
7693354,49338735,2015-10-03,33507158,Jimmy,A very sweet room in a nice house. Liza and her husband are good hosts. Located near a subway station. Good experience.
7693354,49481873,2015-10-04,43372074,Xiaowen,"I did not come and visit Liza actually, due to a car accident on the way to her home. However, I can still feel how hospitable and kind Liza is when I contact with her via email or message. It's a pity that I can not meet her in person. Will come and visit next time!"
7693354,49653214,2015-10-05,28230158,Ruthie,"I only stayed for one night. Liza was lovely, and the room quaint, clean, and just as described. The location is super convenient by being so close to the T and to a few local restaurants. I felt very safe walking down to the T even by myself at night because there was always a cop car parked on that street!"
"I appreciated a Brita filled with water in my room and menus to local restaurants :) \"",,,,,
7693354,49899707,2015-10-07,2984704,Heather,"The room was just as described and though I didn't have much time to spend in the rest of the house, but I did notice that the floors and woodwork were beautiful!  The room was nice and quiet and had plenty of room to spread out and be comfy/collapse - perfect after an exhausting day walking around the conference center. Hosts were very accommodating and the wifi, which I needed for work was solid! Loved the cat :)"
7693354,50013175,2015-10-08,35650776,Beverly,Our hosts were great as was the location. We rode the T for free from Logan airport to within a few blocks of their house! In addition we ate a great meal (great beer too) at the neighbor hood grill. We'd love to stay there again. But.....don't drive a car in the (URL HIDDEN) nuts!
7693354,50089195,2015-10-09,37435558,Neal,"Liza was wonderful to stay with. She was flexible with our check-in time, and recommended fun things to do around the city. She also had little chocolates on our pillow which was a nice touch!"
7693354,50213675,2015-10-10,39934874,David,"This was our first time using Airbnb, and it was great! Liza was very welcoming! We loved her house, it was clean and organized! She made sure we had everything we needed and even had coffee out in the morning! There was water in the room, which was perfect! There was literally 24/7 police protection on her street. Which was nice, even though her neighborhood and surrounding area don't seem dangerous. The Red Line is two blocks up which takes you right into the city. It was perfect. We loved it here! We're definitely going to look her up when we come back to Boston!!"
7693354,50478011,2015-10-12,42952282,Darko,"The room we stayed at Liza and her husband's place was just as we expected it to be, clean, comfy and spatious. The house is in nice and quiet part of the town. Just around the corner there is a red line subway station. We can recommend the Savin bar that is a few minutes away, it has a small but selected meal offer and the food tasted great! Liza's husband was very helpful with some information about public transfer and places to see. Also, for everyone that are cat lovers, they have a cute and coudly cat that is not afraid to come and say hello to new guests. We would definately stay in Dorchester if we'd come again."
