listing_id,id,date,reviewer_id,reviewer_name,comments
1472520,11828164,2014-04-16,11832372,Anne,"We really enjoyed staying at Barney's and Mary's. Too bad we could only stay for one night. If we ever come back to the Boston area, we definitely know where to stay. We can only recommend this place. Nice, comfy and clean room and good breakfast. Thank you Mary and Barney!"
1472520,11938120,2014-04-19,1452576,Camila,"It was a wonderful experience to be at the Carney House. It is son nice to wake up in the morning and find Barney's muffins on the kitchen table with fresh coffee. The room was so nice, with a beautiful view, it is a much nicer experience then being at a hotel. Also the there is a metro station at a 10 min walk which is great to move around Boston."
1472520,12199266,2014-04-26,9499220,Dave,"I could not have asked for better hosts than Mary and Barney Carney in Savin Hill. So welcoming, accommodating and helpful in my short but memorable stay in Boston. Travelling alone to run the Boston Marathon, they made me and other guest 'singles' a part of their Easter and made us feel like family and indeed it felt like that to me by the end of the week. A beautifully presented room and bathroom in a lovely home made this a great experience. The location is superb and I will be telling all about it and I hope to see the Carney's again next year. Thank you, Barney and Mary!"
1472520,12301655,2014-04-28,14097200,Steve,loved Andrea's PRivate Bath T Downtown room! Barney treated us like old friends returning for a visit! The ability to make your own coffee and store food was ideal!
1472520,12555623,2014-05-05,2044423,Jodi,"We had a great time on our little escape weekend to Boston!  Room was great, bed was comfy and hosts were informative.  First Airbnb experience and it was wonderful.  Thanks for sharing your home with us!"
1472520,12753323,2014-05-10,3406853,Kimberly,"This was a fantastic stay!  Mary is a lovely women-kind and gracious and very helpful.  The room was sparkling clean, as was the private bathroom.  The kitchen had all of the appliances and pans that I needed to make my breakfast, lunch and dinner each day.  Morning coffee was a terrific added bonus, one less thing to do each morning!  The neighborhood was great-safe, family oriented, and close to the T.  I hope that every time I need to go to Boston this room is available!"
1472520,13187055,2014-05-21,13981304,Linda,"This was a great stay. The accommodation is lovely, comfortable and quiet and in a fantastic position for exploring Boston. Close to a train station with quick access to the city.  We were grateful for our hosts suggestions about things to see and how to travel to New York. as a result we had an unexpected and delightful ferry trip. Thank you Mary and Barney"
"Linda\"",,,,,
1472520,13336642,2014-05-26,9756751,Gary,"Carney family was very friendly and the home was as advertised with comfortable accommodations. Traffic in and around the home/area was difficult for us to navigate as we were not used to that type of environment. If we return to Boston, we would likely stay out of the city area and use public transportation to visit things we wish to visit."
1472520,13778828,2014-06-04,11699158,Dean,We had a fantastic time in Boston at the Carney's house!  I would highly recommend their accommodations and would stay there again.  We stayed in Andrea's room.  Barney & Mary were very friendly and hospitable.  The breakfasts were nice and the rooms and facilities comfortable and well kept.  We felt at home.  They went above and beyond what I expected.  This was our first experience with Air B&B and the Carney's home and would definitely do both again.
"\"",,,,,
1472520,13849568,2014-06-06,11698625,Synnove And Chris,"Thank you to the CarneyFamily for a very enjoyable stay at your accommodation.  It was very spacious with a very comfortable bed, good bathroom and plenty of storage space, including a security locker."
We also enjoyed the morning breakfast and snacks if required.,,,,,
This place is in a good neighbourhood which is safe to walk around and only 5-6 minutes walk from the metro station.  Trains are frequent and the journey into Boston is quick and easy (only a few stops).,,,,,
The directions to find the place by car were clear but if you miss an exit it is not immediately obvious for a foreign visitor how to easily make an exit off the motorway.  Still,we arrived just fine with a little help.,,,,
"We will certainly book here if visiting the Boston area again.\"",,,,,
1472520,14036324,2014-06-10,15241829,Kyle,The most wonderful experience I could have imagined. I will definitely stay here again when I visit!
1472520,14120004,2014-06-12,1866596,Royce,The Carneys were friendly and had a great place with comfy beds and nice decor. The availability of breakfast items was also a plus. Neighbourhood was beautiful and serene. Would come back here if possible.
1472520,14511451,2014-06-21,14659470,Ceci,"The Carney's home was just what we expected.  Extremely clean. The bed was so comfy!  The location was superb!  We could even walk half block behind their home to Malibu Beach.  Also, their home is located less than 15 minutes from downtown. Their breakfast exceeded our expectations."
1472520,14709963,2014-06-24,16474378,Bob,It was a great place to stay - very peaceful and beautiful house.
1472520,14781045,2014-06-26,14449289,Ana  &  María,"Beautiful house, with a big and confortable room ,nice located in the Boston area. We had a good time there and we will definitely recommend this address to our friends and family."
1472520,14948619,2014-06-30,11557367,Jim,"We thought the listing looked great, and our 2-night experience matched.  Our first Airbnb stay and we couldn't have been more pleased.  Our hosts were welcoming & helpful.  Our room was large & clean.  The entire downstairs, including the lovely back porch, were at our disposal. Coffee & homemade muffins.  Convenient by Metro &/or car to Boston. Parking on premises. And the neighborhood is very beautiful with two great breakfast (brunch) places right next to the Metro station (10 minute walk).  Definitely stay there again."
1472520,15140637,2014-07-03,15642519,(EMAIL HIDDEN),"Many thanks to Mary and Barney for their warm welcome and making us feel at home. Our room was very comfortable and the house location is a great asset. A 5-10 minutes walk takes you to the subway station and another 15 minutes takes you right to the hearth of downtown. There are also a few restaurants close to the subway station, which is very convenient if you want to return to your room after a busy day of visit and have a later dinner. Having access to the kitchen and to all the goodies for the breakfast was also very enjoyable. As resume, we loved Boston and our stay at the Carney's house was certainly for a big part of it. We can only strongly recommend it."
