listing_id,id,date,reviewer_id,reviewer_name,comments
"It's a good choice to journey in boston.\"",,,,,
315982,1041387,2012-03-25,695000,Lenny,"This apartment turned out to be suitable to our specific needs – we were on a business trip and needed an inexpensive space with a common area for two people. For that, it was great."
In terms of the overall location,it backs up to a police station and isn't in the nicest of Boston's neighborhoods. If I were to return to Boston as a tourist it wouldn't be my first choice. If you're looking for a decent apartment South of the city,"it's fine – I just wouldn't spend much time walking around alone at night.\"",,,
315982,1113050,2012-04-12,1848028,Michael,"The appartment was beautiful and spacious. Equipment was very good and additionally there was coffee, cereals,... ."
We felt very safe,because there is a Police Station next to the house.,,,,
"Hermina is a very nice host and she made us feel home in this appartment.\"",,,,,
315982,1154506,2012-04-20,1780267,Nils,"Really loved this place,  train is in short walking distance and Hermina was beein a perfect host :)"
315982,1252293,2012-05-09,1815130,Melissa,"Hermina was very sweet and helpful.  She took my friend to the market with her and gave her a lay of the land which my friend was very happy about.  The apartment was a little tired but clean, comfortable, stocked with a few handy supplies and groceries, wifi, and the price was right.  The neighborhood shopping area is neglected and run down.  However the local sports bar--Blarney Stone--had great Italian food.  The subway stop was very convenient to the house and easy to get to from the airport.  Thanks Hermina, this is a great service for short-term travelers!"
315982,1296485,2012-05-17,1340007,Roger,"The place was exactly as described, very comfortable and spacious for the 3 of us. We were on a business trip and needed a quiet place to prepare for a presentation. Hermina was kind and easy to communicate with. The house is a few blocks away from the Red Line and about a 15 minute subway ride from South station. Overall I recommend the townhouse and Hermina as a host."
"\"",,,,,
315982,1751734,2012-07-20,1774762,Ronald,"Unfortunately we didn't met Hermina in person, but in correspondance she is very kind."
The appartment is very complete with all luxery.,,,,,
We only happened to stay there during the 2 hottest days of the century in Boston and with that in mind the local airco downstairs was sufficient for downstairs,but in the 2 bedrooms upstairs the ceiling fans could not cope with it. We guess this is an exception,"normally it should work. The neighbourhood shops provide you with all you need and there are good Vietnamese restaurants. The T-red is 5 min walk.\"",,,
315982,1921829,2012-08-08,1945827,Rosemary And David,"Hermina was very helpful and went out of her way to assist us in anyway she could ,however the accommodation  was basic and lacked airconditioning  which we found tedious in the heat  ,the property is old and needs maintenance"
315982,1938758,2012-08-10,2223214,Tulio,Apartment is very good and Hermina is really aware of all your needs during our stay. I recommended.
315982,1957002,2012-08-12,2104034,Veronika,It is a nice house very convenient for a trip to boston. T-line station is right around the corner.
"\"",,,,,
315982,2052666,2012-08-21,398838,Will,"Hermina is a great host. We got the 2-room apartment which is very spacious, with 1.5 baths and a large living room and kitchen area. Parking was very easy during the day -- we often parked just one or two houses away. In the evening there were fewer parking spaces I think because of the restaurant on the far end of the block, so we sometimes had to park a little further down the (same) block."
315982,2096849,2012-08-26,1723984,Karin,It was a nice time in this house. We would recommande this place for a Boson-City-Trip. You can drive easily and directly to the citycentre and to Cambridge.
315982,2308686,2012-09-17,3250381,Gérald,"Hermina est une femme charmante et sa maison de ville spacieuse et très agréable. Elle est proche des transports en commun et de l'autre côté du parc le quartier est fait des plus belles maisons typiques de la nouvelle angleterre, pour qui aime l'architecture."
Non loin de là,on peut rejoindre la marina et une plage.,,,,
"Ce quartier est cependant presqu'à 100% asiatique et afro-américain. Mais vous remarquerez que je lui mets quand même 5 étoiles.\"",,,,,
315982,2343547,2012-09-19,2394903,Terry,Hermina was a great host. Checked to see if we needed anything and suggested venues to suit our needs. Close to subway which makes it easy to commute. Would recommend as safe and I would stay there again.
Thanks Hermina.,,,,,
Regards,,,,,
"Terry Murphy (Australia)\"",,,,,
315982,2367463,2012-09-22,1775288,Gaëtan,Le séjour chez Hermina s'est très bien passé pour nous mais nous avons été un peu déçu de la propreté des draps et de la maison en général et l'accueil rapide de l'hôtesse.
En revanche,la maison est jolie,typique,bien située (un métro à deux pas qui vous emmène dans le centre de Boston en 15 minutes) et avec toutes les commodités (lave-linge,cuisine,wifi).
Pour deux jours,"c'était très bien surtout que nous avons adoré Boston !!  \"",,,,
315982,2434970,2012-09-28,2957376,Jochen,"Nice host, nice apartment!"
315982,2527606,2012-10-07,2576579,Jan,Very helpful lady.
315982,2616188,2012-10-15,3504507,Vonnet,"Place was exactly as pictured/advertised. Our stay was very comfortable, and our 2 year old toddler who can be very picky about accomodations while travelling enjoyed it. Easy street parking and easy access to some really really good Vietnamese food. 15 minute drive away from Copley Square and other Boston sights. I'd definitely stay here again."
315982,2646740,2012-10-18,1989010,Georges,Cette maison est très agréable et bien situé pour visiter Boston. Le T Red line est à 5mn. Le restaurant vietnamien au bout de la Park street est un régal. Pour situer Park street sur GPS il faut spécifier le code 02122 sinon on est perdu au milieu de nombreuses Park street.
"Maison à recommander . Hermina est charmante et de bons conseils\"",,,,,
315982,2729479,2012-10-27,3629400,Claire,"We were sad to only be at Hermina's place for one night, but it was beautiful and we (5 of us, traveling artists) had a great time!"
315982,2816513,2012-11-05,2795651,Aaron & Anna,"Hermina's place was clean, convenient, and as described.  She was a good communicator and everything you'd hope for in a host!"
315982,3260313,2013-01-04,1820397,Kush,"The house is beautiful and spacious. Me and 9 other friends rented it over winter break and loved it. Its very convenient, clean and well maintained by Hermina."
315982,3496145,2013-02-08,787732,David,"Arrival was a bit disappointing. When we got there the place had not been cleaned from last guest (dishes in dishwasher, bed clearly with other guests sheets on etc). Host arrived shortly after and made efforts to rectify bu the first experience always counts. Location is dicey - out of town a bit and the closest supermarket makes a Walmart store and its traditional occupants look desirable in comparison. Not sure if I would stay here again."
315982,3737564,2013-03-10,4621340,Xiaohan,It was a wonderful house . And Hermina is a really nice lady too~ we stayed there for four days and it was amazing~
315982,3888292,2013-03-25,284099,Lauren And Pete,This was a great place to stay- so close to the train and wonderful restaurants. Even the parking was good.
315982,4324426,2013-04-28,5498716,Sim Yee,A really nice host=)
The house was clean and Hermina even prepared bread and fruits for us,"highly recommended to everyone!!\"",,,,
315982,4383540,2013-05-01,5944588,Michel,"Très bon séjour. Boston est une ville agréable. La maison est spacieuse et fonctionnelle avec tout ce qu il faut, même un lit bébé  . L environnement immédiat n'est pas terrible mais ce n'est pas ce que nous cherchions."
À recommander sans réserves,,,,,
"\"",,,,,
315982,4468719,2013-05-07,1646797,Venisse,The place was amazing! It was exactly how it looked in the pictures and Hermina was very helpful when we first arrived. She made sure that we had enough blanket and towels and wrote down a list of places around the area and Boston that we could go explore. The place was very clean and very comfortable to stay. I would definitely stay here again!
315982,4532197,2013-05-11,5689535,Donna,"This apartment was great! It was very clean, only 1 block to a good market and 2 blocks to the subway into downtown Boston. Hermina was warm, friendly, and helpful. We would certainly stay here again."
315982,5085905,2013-06-11,6157142,Rodrigo,"The place was well kept, nice and spacious. Hermina was accommodating and very helpful. Great stay!"
315982,5110626,2013-06-13,4530811,Sven,Wir haben unseren Aufenthalt n Herminas Appartement sehr genossen. Ideale Lage um Boston und Umgebung zu erkunden. Wir kommen gerne wieder.
315982,5210471,2013-06-18,6222686,Marie-Hélène,"We spent a weekend in Boston at Hermina's house and everything was as described. We really like the freedom of the checkin/checkout as we want, the proximity of the subway and the cleanliness of the house. The house is really close to a police station which is good in a way because you feel safe but one drawback is the noise of police car and horn though it didn't prevent us from sleeping well."
315982,5487786,2013-07-02,6336705,Tyler,"This was a 3-night, 4 day trip to Boston from Toronto for a bachelor party."
Hermina's place was very clean upon arrival and her directions were spot on.  One of the perks that she maybe didn't list on her page was that it was easily two minutes walking to the train stop which gave us access to Fenway,"Harvard and Boston Proper to explore.  Across the street from her place was maybe the best restaurant we had all week at the Blarney Stone.\"",,,,
315982,5908656,2013-07-22,2007060,Jesse,"Great host! Very convenient to get to via public transportation. Clean, and very nice apartment. Has AC! Very clear about directions and logistics. Very helpful in accommodating our group."
