listing_id,id,date,reviewer_id,reviewer_name,comments
Im Dezember 2014 wohnte ich (53,erste Erfahrung mit airbnb) zweimal für mehrere Tage in der Wohnung von Yosef und James. Yosef war in dieser Zeit bei seinen Eltern und ich wohnte in seinem Zimmer,was,wie die gesamte Wohnung,sehr sauber und komfortabel war. Die Lage nahe Mission Hill und die kurze Entfernung zur nächsten Straßenbahnhaltestelle (green line) waren perfekt,auch für Ausflüge in das Stadtzentrum.
Die Kommunikation vorab war schnell und ausführlich und das Einchecken absolut unproblematisch. Yosef und sein Mitbewohner James waren perfekte,freundliche und angenehme Gastgeber.,,,,
Bei meinem nächsten Aufenthalt in Boston würde ich diese Wohngelegenheit auf jeden Fall einem Hotel vorziehen und würde gerne wieder bei Yosef und James wohnen.,,,,,
"\"",,,,,
4687499,25347832,2015-01-12,25863059,Ahmed,The reservation was canceled the day before arrival. This is an automated posting.
4687499,25366311,2015-01-13,10825332,Xin,"Amazing apartment, clean and cozy ! Yosef and his flat mate James are super nice host. Highly recommended this apartment."
4687499,27821750,2015-03-12,5928854,Tarek,"Yosefs room was exactly as advertised. Very comfortable and his housemate James who hosted me was very courteous and welcoming. The location is perfect because of proximity to the green line train and the conference I was attending. I recommend this to anyone visiting Boston and wants an affordable, clean place to stay with easy mobility by train."
4687499,28017287,2015-03-16,27604755,Jonathan,"This place was great! Yosef was really helpful and accomodating. James is one of most down to earth guys. These guys really made our stay enjoyable. The flat is down the street from a T stop which made traveling around very easy. If you get the chance, I recommend trying to stay here."
4687499,32115676,2015-05-14,3124355,Nektaria,"Yosef is a wonderful host!  He went above and beyond to make us feel comfortable in his home and was easy to get a hold of before and during our stay.  The space was clean, spacious and exactly as pictured in the posting.  The main floor of the unit houses the living room, kitchen and bathroom, with the bedrooms and full bathroom on the lower floor-very convenient setup.  Felt right at home and had plenty of uninterrupted time to unwind.  Highly recommend this place!"
4687499,32377268,2015-05-17,31098287,Jamielyn,"This place was awesome. Super trendy and well kept! Yosef and his flat mate James were extremely hospitable. Even though Yosef was out of town, he made sure to keep in touch. Thanks for a wonderful experience:)"
4687499,34444573,2015-06-08,15297345,Ida,"Bel accueil, facile d'accès à Boston, près d'une ligne de tramway: super!"
4687499,35097664,2015-06-15,13811569,Severine,"This was such a perfect room for the type of trip we were taking! We really only needed a place to crash, and Josef's room was more than adequate (even if we had needed to spend more time there it would have been great). It was nicely decorated, the bed was super comfortable with a nice big TV and the wifi was super fast. Another huge perk is that this room has its own private door to enter and exit out of, so you don't ever need to go through the main door if you don't feel like it. The bathroom is shared with Josef's roommate but it's a big  (well lit, for the ladies) bathroom and we were never in each others way. The neighborhood was very centrally located, which made it extremely convenient to get on the train or bus to get anywhere in the city. I will definitely stay here again the next time I'm in Boston."
4687499,35401704,2015-06-18,34199892,Rekha,"We were received by James who made us feel very welcome and at home.  The place was comfortable and relaxing.  We spent most of the time sight seeing, and getting transportation was a breeze, the green line.  The food options were also many and within walking distance.  Loved watching Netflix and HBO."
4687499,49980003,2015-10-08,10231384,Connie,"Although the location is not in downtown, it's very closed to green line, within 1 min walk.and u can go anywhere by the green line. We didn't met the host during our stay but jimmy helped us to move in , he is really a nice guy."
4687499,50203105,2015-10-10,41613425,Doris,"We had a great time in Yosef's apartment and enjoyed it a lot to stay there. His wife and roommate were very friendly and welcoming and were very flexible about the time we arrived and left. The apartment is really comfortable, the bed is cozy and more than big enough for the two of us. Public transportation was just accross the street and it took us only 40 minutes to get to the airport and downtown can be reached in a short time without even changing the train."
"It was defintely a good choice to stay with Yosef.\"",,,,,
4687499,50848068,2015-10-15,42834133,Gwijde,De advertentie geeft niet duidelijk aan of de huurders alleen beschikten over het appartement. De badkamer en de living moeten delen met enkel vrienden van de eigenaar is onvoldoende in de aankondiging opgenomen.
4687499,51299956,2015-10-19,7016616,Kimberly,My husband and I enjoyed our stay at Yousef's flat over a recent weekend. The accomodations were as described. The bed was super comfortable (something you don't often find when staying away from home)! We loved the super-convenient location for easy access to public transportion - a T and bus stop a short walk down the street.
4687499,55627528,2015-12-03,49026075,Véronique,Yosef has been a great host! The room is nice and big and well located just in front of bus and metro stop. I got a chance to go for runs in the morning in the park close by so that was convenient. I experienced 2 little problems with the accommodation and Yosef dealt very promptly with them even from a distance (Yosef wasn't there when I stayed at his place). Great experience.
4687499,57497817,2015-12-26,6834149,Ya,The host canceled this reservation 5 days before arrival. This is an automated posting.
4687499,61686892,2016-02-07,5081917,Nicolas,I had a wonderful stay in Yosef's appartment. Everything as decribed - thank you.
4687499,63980857,2016-02-28,59816766,Kenneth,Great host overall!
4687499,66776450,2016-03-24,60681748,Alvaro,"La casa es muy cómoda y acogedora, adicional mente esta muy bien ubicada, cerca de las de las lineas E y D lo que lo hace un lugar bastante conveniente. James quien es el roommate de Yosef es una persona muy atenta y esta dispuesto a ayudarlo a uno con lo que se necesite."
4687499,68355153,2016-04-04,44893199,Colin,"The place is very charming just as advertised. Yosef was very accommodating, had great suggestions for things to do near by and in Boston in general. Very close to public transportation so its really easy to get around. We had a great time in Boston, and calling this place home for a few days made it even better. Highly recommended."
4687499,69338901,2016-04-10,10010239,Jan,"Big apartment. Yosef let us in and was caring for everything. Even ordered new towels. Enjoyed our stay. Clean, comfy and a lot of space. Thanks."
4687499,70676072,2016-04-19,45283305,Gibson,Yosef was great. He made us feel at home right away. With all the planning prior to the trip he was very helpful. All his help and feedback with our stay in Boston was invaluable: transportation direction restaurants recommendations and running routes were great. His place was nice and clean and a perfect location for our stay. The neighborhood was good. very diverse which we love with great restaurants and grocery shopping close by. Saturday night was a little loud in the outside alley but that did not last too long.
4687499,71153247,2016-04-24,66130759,Christian,"Yosef and James are excellent hosts! They were very welcoming that we felt we were part of the household as well. Very accommodating and provided great suggestions for not only food and drinks, but also for activities and living (I am moving to Boston). Excellent roommates and very responsive. Glad we stayed and met new friends!"
4687499,71692901,2016-04-27,66486042,Melissa,"I would definitely stay here again. I stayed with my 23-year-old son. And while we had bus & traffic issues trying to get to Boston from NYC, I stayed in contact with Yosef and he happily waited for us until we arrived at 10:30 PM, hours later than expected.  Yosef  lives elsewhere but his roommate, Jimmy, was also very nice and hospitable.  We had the place to ourselves most of the time since Jimmy worked and had full access to everything in the kitchen, living room, and bathrooms. The bedroom was perfect with a queen-size bed and even fit the air mattress he provided for my son."
"We felt safe in the neighborhood and it was right in front of the \"\"T\"\"",a subway (streetcar?) stop,so highly convenient to anywhere you want to go. There is a Chinese place and a pizza place half a block away,both open until 3 AM.,,
"Everything was clean and comfortable and Yosef was always available for questions.  Felt like home.\"",,,,,
1252289,5405066,2013-06-28,6986088,Orla,"Claire and Chris were the perfect hosts. They were so helpful and friendly. The apartment is in a really good location. Everything s really easy to get to. There are loads of cool places nearby to eat and drink too, if you didn't want too travel far. Their dog is so sweet as well!"
1252289,6218278,2013-08-04,6597783,Alexander,"Chris and Claire are wonderful people. I was so glad to be able to stay with them. They are warm hosts, friendly, make for great conversation and accommodating."
"\"",,,,,
1252289,6468420,2013-08-13,7594882,Karen,"Claire and Chris were wonderful hosts. They made us feel comfortable and free in their home, were flexible with check-in/check-out times, and provided us with just about everything we could want or need: towels, coffee, their hubway key (Boston bike share membership), extra keys, a list of recommended restaurants in town, etc. I highly recommend them!"
1252289,6985552,2013-09-02,7252915,Erika,Chris and Claire were great hosts! Both were very friendly and made sure I felt comfortable throughout my stay. They knew a lot about the area and Boston in general so it was nice being able to get suggestions of places to go and things to see. I would definitely highly recommend them!
1252289,9069034,2013-12-04,5707844,Priya,Chris and Claire were amazing hosts.  They always made you feel comfortable and were very helpful about describing good local areas to go to.  I would definitely recommend them for a stay in boston.
1252289,13674440,2014-06-02,14493433,Carl,"Chris and Claire are lovely hosts, who went above and beyond to make us feel comfortable and welcome in their home. They provided a ton of local knowledge and were very helpful whenever we had questions. They're located on a quiet street, close to a lot of restaurants and amenities. We really enjoyed the exceptionally comfortable bed, and the newly renovated kitchen and bathroom. It was a wonderful experience."
1252289,16249087,2014-07-24,14147368,Nina,Chris and Claire are wonderful hosts. They are very friendly and helpful. They answered any question I had. I felt very comfortable in their home the all month I spent there. They give a lot of good informations about Boston and the neighborhood.
The location of the apartment is great. There is a very close bus stop and Southend is a really nice Boston area with a lot of good restaurants.The apartment is very cosy and the kitchen and bathroom just renovated are really perfect.,,,,,
I would recommend them for anyone who want a fantastic experience in Boston!,,,,,
"\"",,,,,
1252289,18525477,2014-08-28,3351447,Ana Maria,"We rented this perfect room for my mother for a month and the experience was great. Chris and Claire are very organized and their home is very clean. They are also extremely friendly and happy people. I would recommend staying here to any good friend, and I hope that we will have the opportunity to rent their room in the future again. Thank you Chris and Claire for making my mom's stay so pleasant!"
1252289,19215981,2014-09-08,19868626,Felipe,"Chris and Claire were extremely welcoming and accommodating. The room was perfect for a couple with plenty of space ans room to put our belongings. The apartment is perfectly located in the great South End neighborhood, with easy access to public transit. We would certainly stay again and recommend to others."
1252289,19670026,2014-09-16,14343091,Brian,Chris and Claire were very welcoming.  There home was perfect and a great location for me to participate in and externship at Boston Hospital.    I highly recommend them for future travels to Boston.
1252289,20169342,2014-09-24,21465387,Stefano,"Really nice place, clean and comfortable. Chris and Claire suggested us a lot of places to visit in Boston, they were cozy and discreet. We would definitely consider about booking a room there again if we'll ever visit Boston again."
1252289,20236729,2014-09-26,9144607,Sanne,Chris and Claire are very nice and welcoming. The room is great if you don't want to stay in too much. But the house is in a great neighbourhood in Boston with lots of nice restaurants and bars. Chris and Claire gave a lot of great tips!
1252289,20502618,2014-09-30,19826597,Katja & Shawn,The entire apartment was very nice and clean. We felt very comfortable in our room. The neighborhood was great and the bus stop was right around the corner.  Chris and Claire were great hosts and we would definitely stay there again.
1252289,20897871,2014-10-07,9002343,Dana,"Chris and Claire have a lovely home in South End Boston, which is really convenient for the city. They were so welcoming to me and did everything they could to make me feel as comfortable as possible. They helped me with directions and were so kind to have breakfast things available for me, including homemade banana bread which was delicious. There are lovely restaurants nearby and Chris and Claire provided me with a ton of recommendations. Thanks again!"
1252289,21080660,2014-10-11,18909540,Rowan,"Chris and Claire have a nice, modern home close to the local bus stop and plenty of restaurants. As hosts Chris and Claire are very accommodating, friendly with heaps of tips for enjoying Boston. Highly recommended."
1252289,21594579,2014-10-20,8440743,Shawn,"The listing is very accurate and Chris/Claire are great hosts. They are very knowledgeable about the area, sites to see, restaurants to try and how to get around, which was a big help. They showed me everything I needed to know about the apartment and we didn't have any schedule conflicts with the bathroom or the kitchen. Highly recommend staying with Chris and Claire!"
1252289,22099033,2014-10-30,19921398,Olivier,Thanks for all guys ! It was so convenient to have my parents so close. They really enjoyed staying at your place. Thanks again.
1252289,22583928,2014-11-10,21126893,Alison,"Chris and Claire are great hosts, very friendly and approachable and always ready to provide assistance. The place is exactly as described, cozy and clean as shown in the photos. The location is great and suited my need very well. The neighborhood is awesome too, very quiet and safe; there are several good restaurants within walking distances. Overall, it was a very nice stay and I would highly recommend it to anyone who is looking for a short visit to the City of Boston."
1252289,22750851,2014-11-13,934195,Marie-Claire,This was my first Airbnb experience and Claire and Chris made sure that it was a good one.
They were very accommodating with my dates and arrival time and took the time to show me around their home as soon as I arrived.,,,,,
"Their tips about Boston were fantastic meaning that I did some things I hadn't planned. \"",,,,,
1252289,27279181,2015-03-01,26263741,Imogen,Chris and Claire were incredibly helpful and welcoming. This is a fantastic location with great restaurants and shops nearby. I would recommend staying with Chris and Claire to everybody.
1252289,27815414,2015-03-12,12994129,Jonathan,"I had an excellent stay at Chris and Claire's place. The room was really nice, the bed comfortable and the location was great, with buses to the downtown being just a couple of minutes' walk."
They were very considerate and easy to talk to,moreover very helpful.,,,,
"You won't regret staying at Chris and Claire's place if you're going to Boston!\"",,,,,
1252289,28650435,2015-03-28,26927546,Katelyn,"Fantastic stay with Chris and Claire. The neighborhood is beautiful, and their apartment was comfortable. They were welcoming and kind, and always accommodating. This was my first air bnb. I wasn't sure what to expect and was unsure about staying with hosts. I definitely recommend staying with them if you are visiting Boston."
1252289,29104006,2015-04-04,25016708,Marius Og Janni,"Coming into Clair & Chris’ home were like walking into a picture of what we want our future home to be like - warm and homely with a special atmosphere. To add to that, Claire and Chris are excellent hosts and treat you more like a friend than a house guest.  If you stay there, remember to take time to enjoy all the wonderful prints."
A place we definitely will recommend to friends and family. The next time me venture to Boston we will do our best to stay here again.,,,,,
"\"",,,,,
1252289,29684002,2015-04-11,29098701,Heather,"\"Chris and Claire were very welcoming and helpful. Their apartment is in an ideal location on the silverlink bus route and 10 minutes walk from two \"\"T\"\" stations on the orange and blue lines. I even walked from Boston Common on my last morning. There are great restaurants just on the doorstop and you feel safe walking around the neighbourhood. \""
1252289,30034673,2015-04-16,20989693,Benoît,"It was a real pleasure to be in the apartment of Chris and Claire!! They are very welcoming, very interesting. They share their life and treat you as a friend more than a guest. Besides, the apartment is nice, and the location very good : you can go by bus, or by walk to downtown, and the neighborhood is very charming. To resume, just one word: Go!!! and book a stay to Chris and Claire!!"
1252289,30931016,2015-04-29,28740841,Alain,Très bien reçus par Chris et Claire.
L appartement est comme décrit sur le site.,,,,,
"Endroit très calme. A recommander.\"",,,,,
1252289,31344386,2015-05-04,3543809,Veronica,"This was my first trip to Boston, and Chris and Claire were so welcoming! Their place is conveniently located near the SL1 stop which takes you into Downtown Boston. There are cute coffee shops and awesome restaurants nearby as well. They had some great advice on where to eat, sights to see in Boston, and best ways to get around the city. Overall, a great experience! Thank you, Chris and Claire!"
1252289,31807631,2015-05-10,8062090,Nicolas,"Claire & Chris made us feel very welcome, the communication was easy before and during our trip, always ready to provide assistance. They gave us some really good advice about the city and where to eat !! You can trust them !"
The apartment is very nice in a lovely neighborhood. The room was clean and quiet. Plus,the bus stop is just at the street corner.,,,,
"I would recommend staying with Claire & Chris to everybody.\"",,,,,
1252289,32957422,2015-05-24,18408386,Sabrina,"The apartment is the perfect place to stay - modern, very clean, cute and cosy bedroom. It's conveniently located in a beautiful neighborhood, very close to bus stops, great coffee shops and restaurants. Claire and Chris are accommodating, friendly and easygoing hosts that make you feel welcome at once. They gave us great recommendations for restaurants, breweries and other things to do in the area. Let us know in case you ever come to Munich, so that we can return the favor. ;) We highly recommend staying with Claire and Chris!"
1252289,34979207,2015-06-14,6249699,David,"Small but comfortable place to stay. House is kept nice and clean. Very friendly hosts, in a quiet, convenient location. Close to public transit and the Hynes convention center. Chris and Claire went above and beyond in making me feel welcome!"
1252289,35369028,2015-06-18,28769972,Gill,"Chis & Claire are very welcoming and great hosts.  Helpful regarding transport options, restaurants and things to do locally. I definitely recommend this accommodation & hosts."
1252289,35921214,2015-06-23,13728344,Herman,"This was my first experience with Airbnb and I really like the concept. Chris and Claire are very nice and respectful hosts. They helped me very well in discovering the beautfiul city of Boston. Finally, they were very flexible. Thank you very much Chris and Claire for providing this experience to me!"
1252289,36291359,2015-06-27,33362396,Heather,"Chris and Claire were very accommodating on our arrival time. I had asked before booking if we would be able to arrive later than the check-in and there were no issues. However, we were certainly later than our original time due to traffic on our way to Boston. Chris was extremely understanding and he waited up to let us in the first night. The neighborhood was quiet, safe and not heavily trafficked from what we saw. We didn't really see Chris after our check-in and weren't able to meet Claire due to our opposite schedules but they were quick to respond to any communication through the messenger here. The room was a good size for all of our stuff. If you go without a plan Chris and Claire have a bunch of brochures for you to use during your stay. We felt very comfortable there and enjoyed our stay in Boston."
"\"",,,,,
1252289,36883686,2015-07-02,4690589,Stefanie,"We were originally booked with another AirBnb in Boston and they had gotten some bad reviews after we'd booked, so I cancelled and found Chris & Claire - SO glad I did because we loved our stay in their apartment."
Claire & Chris were great with communication before and during our stay.  They were very welcoming when we first arrived and my husband and I both had wonderful conversations with Chris after our days of exploring the city.,,,,,
The apartment is on the ground floor which made it easy bringing in luggage.  It is beautifully decorated and quite clean - obviously C & C take pride in their home.,,,,,
The bed was very comfy.  Extra blankets were available which was  great the first night and a window cooling fan unit was also available if needed.  Plenty of space in the closet to hang clothes and store suitcase.  You do share a bathroom with C&C but their schedule had them out of the house before we were getting ready so this was no issue,and like the rest of the home,the bathroom was very clean.,,,
The apartment is in a perfect location in the South End.   It was very convenient (about 2-3 minutes walk) to the Silver Line bus routes which got us to and from Logan Airport in about 35-40 minutes each way.  Besides getting to the airport,we were able to walk everywhere with no problem,but if you don't feel like walking the Silver Line can get you right in the middle of things quick and cheap.,,,
Would highly recommend staying at Chris & Claire's South End Brownstone and plan to stay there again next time we're in Boston!,,,,,
"\"",,,,,
1252289,37446349,2015-07-07,27626245,瑋倫,"Chris & Claire were very nice hosts, and the room was cozy & clean. We had a really great time there!"
1252289,38276610,2015-07-14,32232345,Jennifer,"I had a wonderful experience staying with Claire and Chris. I arrived on a Friday afternoon and followed their detailed instructions on how to get to their place and let myself in. Their home is beautiful, modern, clean and cozy. The location was perfect for me as I was attending a conference next to The Lenox Hotel and I could easily walk from Claire & Chris' place, or take a $10 cab ride. Claire and Chris were super friendly and helpful in pointing out great local eateries. The room was ideal - comfortable bed, wifi, and air conditioner window unit. Highly recommend Claire & Chris' place if you're looking for a lovely place to stay and welcoming hosts for your stay in Boston."
1252289,38985524,2015-07-20,3306678,Melissa,"Chris and Claire are great hosts. Great space, lots of recommendations, and amazing neighborhood!"
1252289,39546674,2015-07-24,4014439,Ramiro,"Tuve una comunicación fluida y permanente, siempre respondieron a mis inquietudes."
Fui recibido como si llegara un conocido,pues me esperaban con gusto y se noto el disfrute de parte de ellos.,,,,
La habitación con todas las comodidades y con multiples ayudas para quien no conoce la ciudad.,los espacios amplios y tranquilos y limpios.,,,,
Excelentes anfritiones.,,,,,
La ubicación inmejorable en un vecindario tipico bostoniano.,,,,,
"Gracias Chris y Claire por hacerme sentir como en casa.\"",,,,,
1252289,40464959,2015-07-31,32626411,Chelsea,"My husband and I stayed at Chris & Claire's place while on a road trip across New England. It was the perfect place to stay! Extremely clean, comfy bed, and their place is beautiful situated on a shaded square. About a 20 minute walk to get to Back Bay, the area is nicely situated and calmer than the more touristy locations. Chris and Claire also had great recommendations for restaurants and things to do in the area! Would definitely stay with them again if ever in the Boston area!"
1252289,41202815,2015-08-05,6457526,Stephanie,Chris and Claire are great host. We had a wonderful time. They are very accommodating since we were leaving late in the afternoon. The location is very convenient and it really helped us out as we were running late to leave for the airport.
